p03um,p05um,p10um,p25um,p50um,p100um,pm10_env,pm25_env,pm100_env
93,63,1,0,0,0,0,0,0
92,62,2,0,0,0,0,0,0
92,62,3,0,0,0,0,0,0
93,64,3,0,0,0,0,0,0
96,67,3,0,0,0,0,0,0
100,71,3,0,0,0,0,0,1
104,75,3,0,0,0,0,0,1
106,78,3,0,0,0,0,0,1
108,81,3,0,0,0,0,0,0
112,85,3,0,0,0,0,0,1
115,88,2,0,0,0,0,0,1
117,89,1,0,0,0,0,0,2
118,89,0,0,0,0,0,0,2
118,88,0,0,0,0,0,0,2
115,84,0,0,0,0,0,0,2
112,80,0,0,0,0,0,0,2
110,77,0,0,0,0,0,0,2
108,74,0,0,0,0,0,0,0
105,71,0,0,0,0,0,0,0
101,68,0,0,0,0,0,0,0
97,65,0,0,0,0,0,0,0
94,63,0,0,0,0,0,0,0
94,64,0,0,0,0,0,0,0
94,64,0,0,0,0,0,0,0
95,65,0,0,0,0,0,0,0
97,67,1,0,0,0,0,0,1
97,67,1,0,0,0,0,0,1
98,68,1,0,0,0,0,0,1
98,68,1,0,0,0,0,0,0
97,67,1,0,0,0,0,0,0
96,66,1,0,0,0,0,0,0
95,65,1,0,0,0,0,0,0
91,61,1,0,0,0,0,0,0
88,58,1,0,0,0,0,0,0
86,56,1,0,0,0,0,0,0
82,53,0,0,0,0,0,0,0
80,52,0,0,0,0,0,0,0
78,51,0,0,0,0,0,0,0
78,51,0,0,0,0,0,0,0
80,53,0,0,0,0,0,0,0
83,56,0,0,0,0,0,0,0
87,60,0,0,0,0,0,0,1
92,65,0,0,0,0,0,0,1
